aX,aY,aZ,gX,gY,gZ
-0.249,1.079,0.999,277.039,86.792,-58.716
-0.299,1.066,1.034,283.997,106.140,-69.702
-0.305,1.016,1.032,285.095,122.498,-91.797
-0.203,0.904,1.014,285.645,133.667,-110.962
-0.040,0.777,0.963,293.030,134.888,-116.882
0.050,0.654,0.936,302.429,129.578,-111.328
0.130,0.564,0.951,311.462,126.221,-104.187
0.202,0.484,1.006,317.932,125.488,-101.257
0.251,0.384,1.071,317.566,126.648,-98.633
0.255,0.294,1.086,313.171,125.916,-95.947
0.269,0.208,1.021,310.913,121.155,-96.191
0.319,0.125,1.000,312.500,119.019,-96.741
0.376,0.065,1.001,317.078,119.568,-93.201
0.408,-0.016,1.026,320.190,119.507,-84.045
0.428,-0.048,1.031,319.946,118.958,-72.998
0.440,-0.036,1.075,318.054,121.216,-64.941
0.508,-0.003,1.100,313.354,131.836,-66.528
0.533,0.044,1.080,296.265,146.362,-73.853
0.489,0.060,1.022,269.165,157.104,-74.463
0.380,0.059,0.920,242.493,156.982,-68.665
0.316,0.075,0.800,220.337,145.691,-62.866
0.249,0.056,0.685,199.890,129.578,-58.411
0.184,0.005,0.549,179.687,113.281,-55.969
0.168,-0.088,0.421,168.701,100.037,-54.260
0.185,-0.170,0.339,171.265,93.262,-52.795
0.179,-0.229,0.294,184.631,94.604,-52.612
0.150,-0.263,0.289,201.233,102.051,-54.138
0.109,-0.267,0.306,218.262,109.558,-57.312
0.065,-0.259,0.355,230.164,114.929,-64.819
0.030,-0.233,0.410,232.849,115.417,-73.303
-0.034,-0.200,0.496,225.464,109.436,-81.055
-0.060,-0.191,0.548,212.769,96.924,-88.196
-0.024,-0.172,0.531,195.984,81.909,-94.177
-0.014,-0.195,0.485,177.551,68.726,-96.313
-0.080,-0.242,0.447,162.476,59.998,-97.107
-0.134,-0.223,0.362,153.137,50.598,-101.929
-0.142,-0.231,0.342,148.193,42.969,-105.774
-0.147,-0.240,0.275,141.907,38.330,-108.154
-0.139,-0.276,0.245,136.353,40.466,-110.535
-0.130,-0.264,0.238,136.963,44.922,-112.549
-0.153,-0.216,0.267,141.541,48.401,-113.831
-0.196,-0.167,0.307,141.296,52.307,-116.943
-0.235,-0.105,0.311,133.728,54.993,-122.437
-0.288,-0.076,0.316,121.399,54.321,-127.930
-0.324,-0.073,0.290,105.347,48.462,-132.751
-0.362,-0.106,0.265,87.646,38.696,-136.292
-0.395,-0.174,0.262,69.519,29.114,-141.235
-0.344,-0.235,0.240,50.476,24.963,-149.231
-0.249,-0.312,0.198,33.142,25.146,-155.823
-0.183,-0.386,0.202,22.217,26.062,-156.555
-0.117,-0.437,0.216,15.259,28.381,-152.161
-0.099,-0.549,0.203,8.728,33.447,-145.020
-0.183,-0.656,0.187,3.235,40.894,-137.085
-0.193,-0.730,0.172,1.404,48.157,-133.972
-0.160,-0.817,0.110,-0.244,50.476,-133.850
-0.170,-0.930,0.045,-4.944,46.387,-129.150
-0.169,-1.057,0.020,-12.024,36.011,-121.460
-0.089,-1.190,0.024,-21.484,22.217,-114.258
0.049,-1.344,0.024,-33.142,7.935,-106.323
0.179,-1.503,0.020,-43.640,-2.808,-95.337
0.228,-1.662,0.027,-47.852,-9.338,-81.909
0.273,-1.829,0.040,-45.837,-11.169,-71.167
0.360,-1.908,0.015,-39.490,-9.155,-62.073
0.385,-1.940,0.065,-26.001,-5.920,-49.500
0.360,-1.930,0.161,-12.146,-1.831,-39.124
0.337,-1.882,0.219,-7.141,4.578,-33.630
0.301,-1.833,0.267,-10.681,8.118,-27.893
0.297,-1.782,0.268,-17.761,5.371,-22.705
0.296,-1.743,0.296,-28.137,1.099,-13.367
0.217,-1.743,0.278,-38.879,-9.827,1.160
0.223,-1.675,0.267,-43.030,-17.395,11.230
0.223,-1.604,0.271,-40.894,-19.653,17.029
0.168,-1.537,0.287,-35.156,-15.686,23.926
0.104,-1.454,0.296,-24.292,-12.451,27.832
0.036,-1.335,0.339,-8.057,-10.437,28.076
0.001,-1.206,0.414,5.310,-5.737,26.733
-0.052,-1.109,0.503,11.475,-1.770,26.428
-0.087,-1.032,0.566,10.864,-1.587,25.146
-0.102,-0.983,0.591,3.906,-3.967,23.987
-0.138,-0.966,0.601,-4.883,-7.874,24.353
-0.134,-0.946,0.576,-12.024,-11.658,22.522
-0.131,-0.927,0.538,-15.503,-13.855,18.921
-0.126,-0.912,0.512,-16.052,-14.038,14.771
-0.125,-0.904,0.504,-13.977,-12.024,10.376
-0.115,-0.907,0.502,-11.536,-9.644,5.920
-0.066,-0.907,0.475,-10.132,-7.996,2.136
-0.044,-0.915,0.466,-8.667,-6.042,1.831
-0.026,-0.930,0.461,-9.094,-3.784,1.648
-0.001,-0.947,0.448,-12.817,-1.831,1.099
0.008,-0.974,0.435,-18.982,-2.380,1.953
-0.661,2.093,0.200,-52.490,19.653,63.843
-0.689,2.281,0.166,-30.273,21.667,33.203
-0.662,2.364,0.107,-10.620,26.978,4.395
-0.643,2.257,0.057,0.549,29.053,-9.094
-0.628,1.970,0.085,2.258,22.156,-14.282
-0.568,1.645,0.134,-4.761,10.376,-20.142
-0.452,1.395,0.127,-14.526,-0.122,-28.137
-0.339,1.216,0.100,-18.066,-8.057,-33.752
-0.286,1.099,0.105,-12.390,-14.038,-35.278
-0.341,1.069,0.040,-4.700,-18.494,-36.377
-0.299,1.045,0.067,4.395,-16.235,-46.753
-0.171,1.149,0.084,14.954,-11.658,-52.551
-0.221,1.098,0.091,29.724,-12.329,-41.016
-0.330,1.097,-0.012,50.110,-17.700,-37.781
-0.318,1.208,-0.005,73.608,-9.827,-45.776
-0.360,1.327,0.085,100.708,0.610,-54.077
-0.465,1.484,0.162,122.925,4.089,-64.514
-0.526,1.571,0.246,130.371,5.920,-79.773
-0.474,1.625,0.299,127.441,4.333,-95.398
-0.358,1.581,0.296,122.559,-2.930,-106.689
-0.206,1.509,0.280,123.840,-9.460,-108.704
-0.158,1.444,0.245,136.108,-13.245,-103.027
-0.177,1.390,0.220,154.663,-11.841,-101.379
-0.169,1.343,0.201,175.049,-2.625,-109.680
-0.128,1.272,0.224,195.618,14.282,-123.596
-0.064,1.196,0.220,216.736,36.987,-136.536
-0.025,1.152,0.227,239.990,62.744,-147.705
-0.109,1.044,0.248,263.123,85.571,-162.598
-0.221,0.995,0.314,281.372,102.173,-186.646
-0.208,0.997,0.377,295.105,110.291,-212.524
-0.037,0.963,0.469,308.105,109.253,-226.807
0.087,0.838,0.431,320.557,99.243,-223.022
0.138,0.769,0.341,335.327,94.482,-208.740
0.145,0.709,0.358,363.037,100.159,-204.651
0.171,0.577,0.421,391.602,111.389,-217.529
0.262,0.539,0.479,410.828,125.366,-233.276
0.457,0.592,0.560,423.218,140.198,-235.474
0.250,0.301,0.706,434.387,148.865,-215.637
0.147,0.180,0.745,437.561,150.024,-205.933
0.127,0.168,0.647,444.397,139.465,-208.923
0.098,0.037,0.522,462.891,119.446,-211.548
0.068,0.074,0.276,493.652,90.027,-206.238
0.086,0.055,0.107,524.170,74.524,-193.726
0.028,0.104,0.159,544.006,79.102,-177.612
-0.030,0.178,0.385,544.739,87.891,-167.480
0.020,0.297,0.650,512.634,94.788,-161.682
0.101,0.433,0.778,451.477,95.520,-152.161
0.132,0.407,0.844,380.981,90.942,-139.954
0.084,0.362,0.803,315.430,88.196,-131.287
-0.163,0.376,0.618,266.235,84.656,-134.216
-0.453,0.307,0.306,235.046,80.505,-149.475
-0.585,0.234,-0.004,215.027,83.435,-168.274
-0.627,0.163,-0.185,204.712,85.205,-180.908
-0.643,0.083,-0.315,197.632,81.177,-185.242
-0.666,-0.036,-0.342,195.374,75.134,-187.317
-0.661,-0.128,-0.297,198.669,71.411,-193.909
-0.654,-0.186,-0.206,200.989,72.388,-202.759
-0.643,-0.229,-0.096,198.181,75.073,-210.083
-0.708,-0.311,-0.005,186.646,75.806,-218.994
-0.738,-0.420,0.022,160.156,71.838,-231.384
-0.701,-0.572,-0.055,126.587,55.847,-238.159
-0.658,-0.787,-0.168,97.717,30.457,-233.521
-0.602,-1.031,-0.284,73.547,5.798,-225.647
-0.480,-1.238,-0.367,59.021,-14.404,-221.802
-0.329,-1.414,-0.404,55.542,-27.039,-218.323
-0.180,-1.558,-0.350,57.800,-31.006,-211.365
-0.046,-1.664,-0.261,64.514,-37.048,-201.233
0.083,-1.747,-0.150,67.139,-38.513,-186.646
0.176,-1.812,-0.060,62.988,-37.415,-168.823
0.237,-1.856,0.023,53.284,-39.490,-153.320
0.306,-1.915,0.100,38.635,-44.983,-141.785
0.409,-1.956,0.136,18.311,-50.537,-127.136
0.460,-2.009,0.170,0.427,-55.786,-105.347
0.443,-2.044,0.232,-13.000,-57.190,-82.581
0.430,-2.039,0.244,-20.264,-53.955,-62.500
0.417,-2.000,0.259,-21.057,-46.326,-43.335
0.377,-1.915,0.311,-17.273,-36.072,-22.400
0.300,-1.788,0.369,-13.428,-25.818,-1.282
0.225,-1.666,0.416,-15.137,-16.663,17.334
0.094,-1.598,0.435,-21.301,-9.583,33.386
-0.047,-1.498,0.374,-23.560,-10.071,47.607
-0.143,-1.396,0.349,-21.912,-15.137,56.946
-0.179,-1.275,0.357,-23.254,-19.409,60.425
-0.164,-1.163,0.387,-26.672,-23.010,61.401
-0.158,-1.041,0.391,-33.020,-26.367,63.721
-0.142,-0.968,0.369,-40.527,-27.466,66.528
-0.181,-0.938,0.345,-43.945,-23.926,68.237
-0.247,-0.897,0.299,-39.185,-17.639,65.063
-0.235,-0.825,0.281,-31.616,-10.193,56.335
-0.239,-0.793,0.274,-28.198,-5.737,48.645
-0.216,-0.771,0.290,-29.114,-5.066,41.870
-0.191,-0.747,0.290,-34.546,-7.080,36.560
-0.151,-0.728,0.260,-41.931,-9.827,33.264
-0.146,-0.774,0.240,-45.776,-11.353,30.701
-0.198,-0.813,0.207,-40.588,-11.169,26.611
-0.214,-0.793,0.157,-27.405,-11.047,18.616
-0.171,-0.768,0.183,-16.541,-7.996,8.606
-0.146,-0.750,0.245,-10.559,-7.507,1.099
-0.143,-0.753,0.302,-11.963,-11.047,-2.930
-0.145,-0.784,0.346,-19.348,-15.564,-4.639
-0.147,-0.836,0.397,-28.076,-20.813,-6.836
-0.119,-0.900,0.397,-37.109,-25.574,-9.644
-0.065,-0.981,0.382,-44.250,-27.954,-12.390
-0.016,-1.050,0.387,-46.143,-28.748,-12.634
0.008,-1.084,0.386,-43.762,-29.968,-9.583
0.000,-1.090,0.419,-39.368,-30.457,-6.104
0.009,-1.079,0.461,-38.513,-28.320,-4.089
0.028,-1.073,0.466,-42.419,-25.513,-1.404
0.035,-1.067,0.483,-48.645,-22.339,2.686
0.037,-1.068,0.518,-57.373,-19.409,7.202
0.024,-1.075,0.547,-70.374,-16.724,10.498
0.023,-1.091,0.596,-87.097,-15.198,12.085
0.003,-1.132,0.648,-108.826,-13.367,12.512
0.044,-1.168,0.716,-136.597,-10.498,12.329
0.049,-1.197,0.770,-165.466,-10.071,13.550
0.041,-1.204,0.813,-191.833,-10.437,15.930
0.055,-1.196,0.818,-214.172,-9.827,16.663
0.053,-1.178,0.825,-233.032,-7.202,17.334
0.057,-1.151,0.878,-250.244,-1.587,20.325
-0.503,2.130,0.517,33.997,70.129,81.848
-0.450,2.462,0.524,8.606,46.326,52.124
-0.571,2.637,0.340,1.160,24.719,18.372
-0.324,2.661,0.286,-2.991,41.504,-4.395
-0.252,2.477,0.271,-5.310,39.368,-10.437
-0.301,2.046,0.296,-13.245,23.682,-6.348
-0.226,1.661,0.283,-22.888,8.667,-8.972
-0.098,1.378,0.243,-29.114,1.770,-13.794
-0.010,1.174,0.215,-31.677,1.404,-12.207
-0.013,1.047,0.224,-31.189,1.038,-7.141
-0.073,1.005,0.258,-29.724,0.061,-4.639
-0.098,1.018,0.258,-32.227,-0.183,-7.690
-0.100,1.044,0.254,-36.560,0.427,-11.658
-0.107,1.065,0.244,-37.354,0.732,-16.296
-0.131,1.101,0.219,-34.302,3.235,-22.095
-0.173,1.145,0.205,-29.480,7.507,-26.184
-0.215,1.187,0.187,-23.376,10.986,-32.410
-0.235,1.243,0.204,-16.174,14.832,-40.100
-0.254,1.257,0.203,-8.667,18.127,-47.485
-0.239,1.312,0.201,0.122,20.630,-53.650
-0.219,1.397,0.218,11.841,20.447,-57.983
-0.216,1.464,0.179,20.691,15.625,-59.570
-0.361,1.384,0.220,21.179,8.423,-59.998
-0.248,1.499,0.128,12.939,0.122,-70.068
-0.167,1.561,0.041,11.963,-7.202,-74.097
-0.182,1.511,-0.073,25.574,-13.733,-71.838
-0.219,1.421,-0.207,50.903,-10.986,-76.050
-0.238,1.328,-0.293,91.797,0.977,-94.543
-0.244,1.234,-0.323,152.100,21.057,-126.038
-0.209,1.170,-0.314,221.619,49.927,-167.664
-0.110,1.131,-0.170,291.504,88.684,-216.370
-0.009,1.078,0.007,354.492,123.962,-261.230
0.101,1.092,0.216,402.771,152.649,-294.434
0.164,1.084,0.424,430.664,172.302,-317.566
0.235,1.006,0.525,433.960,182.434,-333.191
0.402,0.886,0.572,424.072,190.552,-340.698
0.569,0.810,0.637,418.152,195.374,-334.839
0.610,0.691,0.718,416.382,191.711,-316.711
0.547,0.580,0.782,407.654,183.960,-297.241
0.504,0.522,0.819,393.799,172.058,-285.339
0.523,0.516,0.796,376.099,159.729,-277.344
0.593,0.506,0.775,354.004,152.161,-265.747
0.656,0.437,0.755,328.064,148.254,-247.864
0.660,0.428,0.706,302.979,143.372,-222.290
0.545,0.441,0.671,282.959,134.949,-195.557
0.450,0.447,0.638,265.442,126.709,-177.429
0.362,0.469,0.623,247.131,118.408,-166.748
0.278,0.452,0.561,228.516,106.689,-161.621
0.248,0.417,0.479,207.825,94.971,-160.095
0.244,0.395,0.431,191.528,86.426,-159.180
0.250,0.316,0.429,182.617,79.407,-157.715
0.235,0.270,0.381,175.232,71.167,-153.137
0.215,0.173,0.302,168.457,65.002,-147.034
0.196,0.149,0.234,170.166,65.857,-147.217
0.179,0.137,0.224,178.589,71.106,-156.006
0.171,0.164,0.228,181.885,78.674,-166.382
0.114,0.199,0.210,183.411,84.106,-172.974
0.099,0.178,0.252,183.716,87.463,-180.664
0.006,0.180,0.346,177.063,83.374,-190.186
0.006,0.150,0.408,157.593,76.782,-195.251
-0.043,0.120,0.295,127.625,73.425,-186.096
-0.030,0.028,0.163,103.149,60.669,-175.476
-0.100,-0.026,0.094,92.590,43.518,-167.419
-0.214,-0.078,0.029,90.393,27.344,-168.030
-0.242,-0.119,-0.012,89.417,18.005,-176.270
-0.262,-0.139,-0.036,88.684,12.695,-184.204
-0.288,-0.161,-0.011,88.623,9.521,-190.063
-0.290,-0.201,-0.008,85.449,8.301,-195.068
-0.307,-0.249,0.014,82.092,7.812,-197.998
-0.373,-0.267,0.005,80.994,5.005,-199.951
-0.437,-0.292,0.023,79.895,-2.930,-203.857
-0.485,-0.363,0.039,72.998,-15.259,-207.581
-0.483,-0.438,-0.002,60.303,-27.771,-208.679
-0.458,-0.573,0.005,49.011,-38.696,-209.045
-0.430,-0.711,0.007,41.138,-47.913,-209.045
-0.400,-0.850,-0.030,38.940,-55.664,-208.557
-0.318,-0.955,-0.007,41.748,-56.641,-207.764
-0.275,-1.049,0.019,46.204,-57.861,-206.848
-0.200,-1.160,0.056,49.316,-56.824,-204.529
-0.120,-1.262,0.086,49.805,-51.392,-199.585
-0.082,-1.361,0.152,48.645,-46.936,-191.589
-0.069,-1.472,0.190,42.053,-45.227,-182.983
0.016,-1.559,0.211,30.945,-44.312,-175.293
0.111,-1.633,0.275,18.677,-46.082,-166.748
0.203,-1.719,0.316,2.930,-48.462,-153.931
0.312,-1.819,0.293,-11.719,-47.302,-137.756
0.391,-1.925,0.264,-20.325,-42.175,-121.643
0.402,-1.981,0.245,-22.156,-35.461,-103.943
0.468,-2.000,0.223,-20.691,-29.541,-85.632
0.466,-2.010,0.207,-21.240,-23.437,-64.331
0.433,-2.024,0.222,-23.315,-19.836,-43.030
0.397,-1.994,0.259,-24.536,-15.991,-26.123
0.367,-1.943,0.283,-25.574,-13.672,-12.207
0.353,-1.891,0.301,-26.245,-10.010,1.770
0.329,-1.801,0.311,-25.391,-8.667,13.733
0.278,-1.703,0.351,-24.841,-7.935,24.109
0.225,-1.615,0.336,-27.588,-6.348,34.485
0.218,-1.558,0.328,-30.273,-2.930,44.312
0.156,-1.482,0.298,-28.809,-1.526,52.734
0.108,-1.400,0.296,-24.475,-0.793,60.059
0.080,-1.304,0.284,-20.752,-0.549,65.063
0.023,-1.213,0.286,-16.846,-3.113,69.458
-0.027,-1.123,0.311,-13.855,-6.592,71.289
-0.048,-1.037,0.346,-13.062,-11.597,69.824
-0.065,-0.968,0.365,-14.954,-17.273,67.444
-0.065,-0.927,0.378,-16.235,-22.888,65.735
-0.052,-0.897,0.388,-16.052,-25.940,61.584
-0.033,-0.871,0.403,-15.747,-25.391,56.335
-0.004,-0.868,0.404,-14.832,-23.560,51.758
0.028,-0.859,0.422,-12.939,-20.142,47.485
0.039,-0.841,0.442,-8.728,-15.076,43.518
0.049,-0.819,0.476,-5.127,-9.216,38.879
0.044,-0.795,0.520,-4.456,-4.333,33.325
0.039,-0.787,0.549,-8.423,-2.014,28.320
0.060,-0.800,0.548,-16.418,-2.563,24.170
0.088,-0.820,0.538,-24.292,-4.456,22.217
0.115,-0.856,0.531,-30.640,-6.531,21.729
0.138,-0.897,0.516,-37.292,-7.385,20.508
0.163,-0.922,0.501,-44.312,-5.859,18.066
-0.637,2.563,0.134,55.542,14.282,33.813
-0.607,2.764,0.111,42.969,15.259,3.601
-0.431,2.772,0.045,34.485,17.822,-15.564
-0.456,2.323,0.191,28.503,19.775,-20.386
-0.319,1.916,0.252,25.391,-0.061,-41.199
-0.094,1.500,0.271,21.301,-15.869,-52.246
-0.009,1.204,0.251,12.024,-31.433,-44.250
0.050,1.035,0.260,-4.211,-36.499,-24.780
0.009,0.917,0.242,-16.113,-43.518,-3.967
-0.026,0.866,0.217,-20.264,-48.889,9.155
-0.052,0.872,0.211,-16.541,-48.523,9.827
-0.068,0.883,0.237,-2.136,-44.250,-0.061
-0.075,0.919,0.248,20.996,-38.391,-14.221
-0.053,0.995,0.254,48.035,-29.053,-27.710
-0.059,1.075,0.269,75.317,-17.334,-38.818
-0.106,1.164,0.309,97.717,-4.578,-48.462
-0.171,1.249,0.352,115.356,7.629,-59.143
-0.208,1.335,0.376,130.005,18.127,-71.594
-0.184,1.376,0.446,144.958,27.039,-82.458
-0.203,1.342,0.507,157.715,34.485,-93.140
-0.226,1.268,0.567,164.795,42.969,-109.863
-0.038,1.307,0.610,163.208,56.335,-132.935
0.108,1.329,0.625,155.457,74.341,-144.958
0.187,1.271,0.647,151.978,97.595,-145.508
0.162,1.200,0.652,152.405,121.216,-144.165
0.118,1.167,0.661,153.748,139.038,-147.583
0.076,1.201,0.674,154.724,149.231,-151.001
0.030,1.209,0.652,151.489,151.123,-151.062
0.008,1.152,0.588,142.456,148.071,-149.414
0.015,1.121,0.519,135.437,143.250,-149.841
0.012,1.078,0.492,137.695,135.437,-153.625
-0.012,1.078,0.546,144.775,127.136,-159.790
-0.514,1.285,0.531,156.433,97.046,-141.357
0.450,0.679,0.146,164.185,69.214,-102.112
0.376,0.872,0.618,176.331,64.331,-184.082
0.057,0.486,0.454,170.593,57.007,-135.376
0.121,0.414,0.396,195.374,67.810,-166.870
0.433,0.523,0.542,257.202,94.788,-246.033
0.333,0.583,0.602,297.119,125.488,-246.521
0.117,0.457,0.527,313.904,125.122,-233.459
0.065,0.483,0.747,342.957,100.708,-246.155
0.118,0.611,0.888,352.478,69.641,-247.009
0.173,0.708,1.037,330.078,39.612,-223.022
0.255,0.685,1.200,295.166,17.151,-193.237
0.446,0.643,1.200,251.892,14.221,-172.180
0.549,0.538,1.082,207.336,31.006,-158.325
0.534,0.384,0.941,176.636,64.392,-150.024
0.424,0.272,0.718,165.649,104.797,-152.832
0.225,0.146,0.580,170.166,138.672,-169.067
0.152,0.145,0.428,180.420,160.034,-190.674
0.260,0.028,0.385,189.514,162.842,-202.820
0.355,-0.032,0.428,192.871,152.649,-195.618
0.303,-0.061,0.378,194.458,134.644,-180.176
0.324,-0.051,0.385,188.965,134.949,-166.016
0.245,-0.099,0.267,182.739,136.780,-162.170
0.218,-0.098,0.237,183.716,143.921,-169.495
0.167,-0.051,0.205,185.730,147.705,-181.091
0.115,-0.054,0.214,180.176,145.081,-189.026
0.083,-0.098,0.194,171.570,135.681,-190.186
0.011,-0.138,0.191,167.664,125.305,-187.744
-0.028,-0.138,0.180,165.710,116.211,-187.622
-0.053,-0.098,0.184,162.537,108.215,-189.575
-0.106,-0.064,0.193,154.663,98.022,-190.063
-0.177,0.026,0.213,141.785,84.900,-189.331
-0.265,0.048,0.253,122.314,71.106,-192.810
-0.270,0.055,0.256,93.262,58.838,-199.951
-0.277,0.030,0.231,66.772,48.218,-201.050
-0.351,-0.027,0.161,46.997,38.879,-198.608
-0.410,-0.102,0.099,26.306,35.645,-203.247
-0.484,-0.255,0.011,8.301,33.936,-211.975
-0.497,-0.413,-0.079,-5.859,30.090,-220.947
-0.483,-0.535,-0.122,-15.259,20.874,-227.722
-0.478,-0.688,-0.143,-24.170,4.578,-230.103
-0.455,-0.860,-0.216,-30.457,-11.230,-226.257
-0.432,-1.029,-0.245,-26.733,-24.597,-222.900
-0.373,-1.163,-0.242,-18.372,-35.522,-224.548
-0.313,-1.283,-0.224,-10.925,-44.861,-227.478
-0.237,-1.417,-0.176,-4.028,-55.603,-227.661
-0.123,-1.511,-0.153,1.709,-69.580,-221.741
0.005,-1.610,-0.115,5.859,-83.740,-208.069
0.050,-1.703,-0.091,9.827,-97.168,-189.697
0.172,-1.740,-0.051,16.418,-106.445,-172.302
0.208,-1.788,0.016,24.292,-111.511,-155.396
0.241,-1.820,0.113,32.776,-111.694,-141.785
0.349,-1.833,0.222,37.903,-104.309,-134.216
0.428,-1.857,0.335,38.025,-95.398,-123.291
0.431,-1.864,0.467,35.950,-86.670,-105.042
0.410,-1.845,0.575,31.250,-80.933,-86.304
0.419,-1.808,0.650,21.729,-77.942,-68.420
0.427,-1.777,0.694,11.292,-74.280,-49.194
0.424,-1.741,0.725,3.418,-68.237,-30.273
0.406,-1.688,0.749,-2.563,-59.021,-11.414
0.374,-1.633,0.752,-6.958,-47.241,6.226
0.332,-1.555,0.741,-11.719,-32.654,21.790
0.273,-1.502,0.734,-17.517,-17.151,35.278
0.177,-1.433,0.698,-23.743,-3.601,47.241
0.114,-1.367,0.628,-28.259,4.761,55.786
0.066,-1.292,0.548,-31.982,9.521,61.401
0.022,-1.213,0.467,-34.973,10.681,65.369
-0.022,-1.195,0.416,-35.767,10.803,67.932
-0.088,-1.127,0.340,-30.090,8.789,67.871
-0.116,-1.050,0.285,-18.127,4.517,64.636
-0.075,-0.959,0.263,-8.118,1.282,58.472
-0.054,-0.882,0.285,-4.150,0.366,53.650
-0.057,-0.842,0.312,-2.441,-1.587,51.453
-0.051,-0.808,0.315,-2.991,-3.845,48.462
-0.042,-0.781,0.321,-6.226,-4.211,45.105
-0.049,-0.782,0.333,-11.230,-3.906,41.870
-0.036,-0.810,0.331,-17.517,-3.113,37.781
-0.001,-0.851,0.329,-21.912,-2.258,33.813
0.027,-0.896,0.344,-23.376,-1.221,31.311
0.015,-0.958,0.374,-24.109,1.038,28.564
0.039,-0.984,0.381,-23.621,3.235,24.048
0.078,-0.993,0.392,-20.691,4.517,20.630
0.109,-1.001,0.425,-18.494,6.165,19.287
0.125,-1.010,0.456,-19.958,8.240,19.653
0.156,-1.019,0.483,-24.597,8.362,20.935
0.186,-1.028,0.495,-32.104,6.836,24.597
0.209,-1.053,0.512,-42.358,4.028,31.128
-0.602,2.680,0.489,1.892,41.931,126.404
-0.912,3.381,0.508,-44.983,46.326,91.492
-0.879,3.285,0.455,-80.078,44.250,54.993
-0.759,3.057,0.100,-85.693,26.062,38.391
-0.633,2.578,-0.083,-82.825,18.555,29.724
-0.625,2.079,-0.147,-63.965,16.724,12.512
-0.541,1.701,-0.115,-35.645,24.658,-10.376
-0.438,1.398,-0.060,-9.888,24.292,-30.518
-0.325,1.154,-0.009,6.226,15.747,-37.231
-0.249,0.985,0.016,12.268,4.333,-33.997
-0.191,0.887,0.046,13.062,-2.625,-27.771
-0.167,0.855,0.102,13.611,-5.920,-22.400
-0.182,0.861,0.198,16.785,-8.423,-19.287
-0.190,0.917,0.247,20.447,-11.169,-19.409
-0.177,0.992,0.289,25.269,-11.719,-22.888
-0.124,1.084,0.353,36.682,-8.789,-33.447
-0.103,1.166,0.419,54.321,-6.653,-42.847
-0.119,1.235,0.448,72.021,-4.150,-49.622
-0.127,1.270,0.471,83.435,4.822,-52.795
-0.141,1.320,0.459,92.163,18.677,-51.086
-0.212,1.371,0.427,102.722,28.748,-48.096
-0.309,1.383,0.380,114.929,33.203,-49.133
-0.377,1.321,0.393,127.441,37.720,-55.725
-0.459,1.212,0.407,140.991,34.668,-69.458
-0.477,1.150,0.367,155.762,24.841,-93.262
-0.378,1.214,0.340,170.715,21.912,-120.728
-0.351,1.169,0.314,184.998,21.240,-136.719
-0.335,1.072,0.289,202.393,23.010,-147.278
-0.278,1.005,0.321,222.290,26.855,-158.264
-0.214,0.941,0.396,244.202,29.663,-168.091
-0.118,0.852,0.446,266.968,32.349,-171.143
-0.008,0.795,0.447,291.199,37.048,-167.725
0.088,0.740,0.493,315.125,44.922,-164.551
0.141,0.701,0.614,335.022,58.838,-163.574
0.153,0.646,0.728,348.267,76.111,-165.039
0.157,0.563,0.792,357.666,93.811,-169.067
0.240,0.517,0.814,367.004,109.924,-173.035
0.347,0.458,0.847,377.869,123.901,-171.631
0.405,0.419,0.897,386.597,137.695,-163.818
0.385,0.420,0.949,393.311,152.039,-156.433
0.337,0.363,0.971,395.996,163.940,-155.518
0.322,0.357,0.974,394.348,173.950,-160.034
0.377,0.344,0.966,389.282,181.274,-164.429
0.429,0.339,0.973,381.104,184.143,-160.583
0.408,0.300,1.000,368.713,179.504,-148.560
0.337,0.274,0.929,349.731,165.649,-134.155
0.295,0.255,0.829,329.590,148.865,-122.498
0.304,0.191,0.761,313.782,136.047,-115.051
0.318,0.125,0.689,297.546,128.235,-111.084
0.317,0.095,0.623,284.729,125.061,-109.375
0.286,0.031,0.576,276.489,124.756,-110.474
0.256,0.002,0.549,270.508,126.038,-113.953
0.244,-0.021,0.529,265.869,127.075,-119.202
0.225,-0.072,0.523,257.080,126.892,-124.756
0.217,-0.077,0.488,240.601,126.160,-129.944
0.192,-0.069,0.547,223.755,120.605,-133.667
0.186,-0.050,0.552,204.346,108.032,-135.132
0.186,-0.065,0.460,181.885,94.727,-134.399
0.150,-0.083,0.360,165.222,87.341,-134.521
0.076,-0.180,0.349,156.372,83.069,-140.869
0.115,-0.191,0.205,145.508,83.679,-150.940
0.163,-0.202,0.152,133.545,96.741,-148.010
0.063,-0.279,0.088,127.563,97.717,-141.968
-0.045,-0.330,0.085,127.197,98.083,-143.372
-0.083,-0.317,0.112,124.878,95.093,-151.611
-0.163,-0.290,0.063,119.995,85.022,-158.142
-0.242,-0.282,0.005,115.417,71.716,-163.147
-0.291,-0.272,-0.021,111.511,59.204,-169.128
-0.303,-0.289,-0.007,106.567,46.448,-174.988
-0.299,-0.334,0.003,98.511,33.386,-177.795
-0.330,-0.362,0.004,91.614,18.188,-175.720
-0.354,-0.404,-0.014,85.938,3.784,-174.133
-0.345,-0.467,0.001,80.017,-3.662,-176.086
-0.327,-0.555,0.029,74.524,-6.470,-180.115
-0.290,-0.647,0.058,69.092,-7.751,-183.167
-0.256,-0.726,0.080,61.340,-8.057,-183.777
