aX,aY,aZ,gX,gY,gZ
-0.653,1.078,0.778,505.737,412.537,-125.732
-0.976,1.251,0.755,493.347,399.902,-158.081
-0.845,1.428,0.598,467.041,342.407,-178.650
-0.690,1.498,0.460,420.044,266.479,-174.988
-0.676,1.417,0.357,361.877,197.083,-162.842
-0.750,1.201,0.218,307.068,142.944,-161.316
-0.727,0.972,-0.043,278.198,108.521,-172.729
-0.710,0.833,-0.164,289.673,96.985,-191.467
-0.738,0.803,-0.164,326.599,107.605,-217.163
-0.852,0.844,-0.029,360.352,131.165,-250.000
-0.974,0.843,0.182,370.850,152.222,-284.851
-0.999,0.804,0.293,352.783,158.875,-312.378
-0.993,0.625,0.346,314.941,153.564,-328.125
-0.905,0.463,0.267,263.184,145.447,-331.238
-1.142,-0.060,0.028,215.637,134.583,-319.458
-1.094,-0.230,-0.220,192.627,119.324,-334.167
-1.014,-0.424,-0.383,192.932,105.957,-343.201
-1.089,-0.677,-0.498,200.684,104.553,-333.923
-0.961,-0.833,-0.459,203.552,113.953,-333.069
-0.776,-0.929,-0.348,193.176,118.408,-336.609
-0.644,-1.047,-0.313,168.335,106.506,-329.590
-0.533,-1.187,-0.310,134.460,85.815,-313.171
-0.303,-1.386,-0.332,97.412,60.730,-296.997
-0.035,-1.603,-0.464,59.998,39.368,-280.151
0.179,-1.853,-0.614,34.973,20.996,-256.836
0.326,-2.043,-0.667,27.161,7.385,-229.126
0.398,-2.201,-0.635,32.043,-1.770,-201.721
0.461,-2.257,-0.562,37.659,-10.315,-176.392
0.512,-2.257,-0.434,37.598,-19.470,-146.301
0.555,-2.232,-0.299,26.917,-26.367,-110.901
0.544,-2.140,-0.250,5.432,-29.785,-75.378
0.532,-2.073,-0.329,-17.700,-30.151,-42.419
0.418,-1.997,-0.404,-32.959,-24.841,-13.489
0.285,-1.881,-0.506,-38.269,-17.395,7.507
0.254,-1.759,-0.548,-37.903,-10.315,21.912
0.196,-1.607,-0.505,-32.471,-4.028,38.879
0.080,-1.443,-0.439,-21.484,-0.916,57.068
0.027,-1.233,-0.367,-17.761,2.441,67.261
-0.070,-1.058,-0.331,-24.231,4.883,73.547
-0.181,-0.920,-0.348,-35.522,1.404,77.698
-0.242,-0.841,-0.342,-45.471,-4.944,77.698
-0.254,-0.822,-0.332,-54.077,-11.963,74.158
-0.230,-0.843,-0.310,-57.556,-16.296,68.848
-0.225,-0.836,-0.286,-51.880,-17.883,63.965
-0.229,-0.782,-0.241,-38.818,-16.541,57.556
-0.240,-0.710,-0.149,-21.973,-10.315,49.316
-0.231,-0.658,-0.052,-10.559,-1.465,38.269
-0.222,-0.654,0.048,-8.850,6.287,27.039
-0.214,-0.711,0.112,-15.808,9.216,18.616
-0.203,-0.809,0.107,-27.649,5.920,13.550
-0.164,-0.923,0.077,-37.659,-0.427,10.376
-0.104,-1.023,0.050,-45.471,-4.517,7.141
-0.028,-1.097,0.035,-50.354,-6.165,4.578
0.036,-1.131,-0.001,-52.307,-5.859,5.432
0.021,-1.143,-0.048,-46.570,-4.272,9.094
0.006,-1.127,-0.049,-32.715,-3.113,10.132
0.039,-1.074,-0.026,-23.437,-0.061,7.568
0.093,-1.045,0.003,-22.217,2.991,5.554
0.125,-1.021,0.047,-26.611,2.747,7.385
0.129,-1.031,0.087,-36.194,0.244,11.536
0.149,-1.032,0.099,-50.781,-1.892,14.893
0.179,-1.046,0.125,-67.017,-3.113,19.043
0.190,-1.078,0.173,-84.473,-3.418,24.658
0.234,-1.158,0.154,-104.004,-2.014,30.457
0.281,-1.308,0.055,-115.173,1.892,40.833
0.221,-1.375,0.011,-98.572,4.272,53.345
0.183,-1.323,0.004,-67.017,8.850,56.091
0.179,-1.238,0.055,-39.490,18.799,52.856
0.202,-1.128,0.143,-23.865,27.039,49.194
0.210,-1.029,0.264,-22.644,28.259,50.293
0.193,-0.974,0.333,-34.668,21.240,56.274
0.174,-0.931,0.371,-57.007,11.108,63.354
0.181,-0.913,0.373,-83.191,1.221,69.153
0.203,-0.964,0.328,-108.398,-6.104,75.012
0.247,-1.036,0.297,-122.009,-7.324,82.947
0.255,-1.078,0.272,-116.943,-3.662,90.820
0.236,-1.079,0.266,-99.731,5.188,94.849
0.213,-1.054,0.292,-80.139,19.165,94.421
0.175,-0.988,0.290,-63.965,31.860,92.468
0.148,-0.915,0.286,-52.734,39.551,89.417
0.131,-0.858,0.313,-47.302,43.152,86.365
0.109,-0.812,0.334,-48.157,41.382,84.106
0.103,-0.770,0.341,-53.467,34.607,81.909
0.101,-0.738,0.366,-61.707,24.963,79.468
0.131,-0.732,0.382,-74.158,14.404,76.538
0.175,-0.725,0.373,-89.783,5.554,74.036
0.221,-0.729,0.363,-103.027,-1.038,73.547
0.251,-0.727,0.359,-113.464,-5.432,74.646
0.258,-0.716,0.374,-123.230,-7.874,75.989
0.275,-0.694,0.403,-135.071,-8.972,76.599
0.304,-0.694,0.431,-148.926,-9.705,77.148
0.355,-0.697,0.444,-165.649,-9.583,78.918
0.390,-0.716,0.447,-182.434,-10.071,84.106
0.413,-0.725,0.454,-195.374,-12.390,91.370
0.409,-0.717,0.457,-204.651,-16.357,100.586
0.393,-0.657,0.490,-211.182,-21.423,109.497
0.373,-0.624,0.562,-220.947,-26.550,116.150
0.393,-0.613,0.638,-240.967,-31.128,121.338
0.451,-0.605,0.693,-264.343,-34.485,128.662
0.512,-0.651,0.696,-281.250,-39.673,138.733
0.548,-0.665,0.684,-291.382,-44.922,151.123
0.524,-0.668,0.667,-293.762,-49.500,166.016
0.459,-0.660,0.629,-293.091,-52.734,178.162
0.406,-0.604,0.573,-292.542,-53.406,184.631
0.390,-0.523,0.500,-290.405,-53.040,184.021
0.368,-0.429,0.454,-285.095,-53.101,181.030
0.332,-0.343,0.447,-277.161,-52.124,177.429
0.294,-0.255,0.452,-271.545,-52.673,174.072
0.240,-0.153,0.463,-267.639,-55.359,172.791
0.182,-0.017,0.550,-262.695,-61.157,171.082
0.185,0.067,0.666,-261.597,-66.589,165.527
0.220,0.096,0.721,-268.127,-72.754,160.278
0.264,0.142,0.747,-275.452,-79.163,158.936
0.937,-0.158,1.862,689.697,164.795,-190.430
0.991,-0.303,2.097,677.490,177.002,-176.147
1.141,-0.251,2.404,646.973,173.706,-168.091
1.208,-0.104,2.545,604.858,149.414,-153.381
1.128,0.021,2.360,550.659,114.929,-130.981
0.882,-0.126,1.999,500.366,98.083,-98.938
0.517,-0.168,1.590,473.694,92.712,-81.360
0.087,-0.205,1.260,461.792,102.417,-77.087
-0.010,-0.272,1.118,447.144,132.751,-77.515
0.062,-0.231,0.790,421.875,137.268,-83.557
0.177,-0.235,0.522,406.372,121.460,-86.670
0.088,-0.344,0.513,400.757,107.727,-81.360
-0.059,-0.343,0.559,397.522,98.938,-80.078
-0.139,-0.244,0.683,393.677,91.370,-87.769
-0.134,-0.070,0.921,382.141,89.233,-97.046
-0.068,0.067,1.034,357.300,96.802,-106.873
-0.125,0.132,0.986,316.345,107.605,-115.845
-0.263,0.057,0.795,273.132,112.854,-119.812
-0.415,-0.010,0.544,242.554,111.023,-121.826
-0.446,-0.064,0.316,227.539,104.553,-130.615
-0.414,-0.176,0.254,220.947,103.821,-138.062
-0.473,-0.233,0.162,215.149,95.886,-140.442
-0.375,-0.265,0.186,207.947,82.458,-139.771
-0.349,-0.319,0.190,196.899,71.045,-136.963
-0.250,-0.348,0.193,181.213,60.059,-138.611
-0.189,-0.419,0.144,162.109,50.720,-138.000
-0.229,-0.496,0.029,141.113,41.992,-130.798
-0.067,-0.562,0.080,119.873,40.161,-122.375
-0.107,-0.640,-0.001,96.069,32.898,-115.417
-0.080,-0.716,-0.078,72.510,22.705,-108.459
-0.042,-0.800,-0.142,52.979,14.099,-101.196
0.023,-0.879,-0.190,39.978,10.254,-90.698
0.034,-0.962,-0.231,32.593,7.874,-76.660
0.030,-1.016,-0.244,30.212,6.165,-64.270
0.028,-1.043,-0.222,27.710,6.287,-55.298
0.007,-1.026,-0.218,21.179,5.127,-45.288
-0.049,-1.049,-0.237,13.000,0.061,-34.241
-0.053,-1.034,-0.274,3.540,-5.188,-25.024
-0.035,-1.033,-0.272,-5.249,-7.935,-19.043
-0.040,-1.019,-0.260,-13.672,-9.460,-14.160
-0.063,-1.017,-0.236,-21.729,-9.949,-10.010
-0.074,-1.004,-0.249,-29.236,-10.742,-6.287
-0.074,-1.001,-0.249,-34.912,-10.437,-3.479
-0.081,-1.001,-0.243,-39.307,-8.972,0.000
-0.088,-1.021,-0.241,-40.771,-5.676,3.662
-0.119,-1.055,-0.233,-38.391,-2.930,7.507
-0.162,-1.071,-0.196,-33.203,-0.488,10.315
-0.188,-1.070,-0.129,-28.198,2.319,11.658
-0.185,-1.056,-0.076,-27.222,6.165,9.949
-0.190,-1.047,-0.037,-29.297,8.362,8.606
-0.232,-1.059,-0.030,-31.738,5.676,9.766
-0.242,-1.069,-0.046,-33.752,0.854,10.620
-0.240,-1.085,-0.052,-36.072,-2.136,9.155
-0.224,-1.103,-0.045,-37.231,-3.967,6.287
-0.203,-1.116,-0.038,-36.133,-3.723,3.784
-0.183,-1.115,-0.041,-33.875,-2.319,2.136
-0.175,-1.118,-0.021,-28.992,-0.977,1.099
-0.162,-1.110,-0.015,-23.499,0.793,0.183
-0.132,-1.095,-0.009,-20.203,2.625,-1.038
-0.140,-1.083,0.007,-19.287,3.967,-0.977
-0.143,-1.070,0.017,-20.386,4.517,-1.221
-0.123,-1.055,0.017,-23.437,4.028,-2.380
-0.101,-1.049,0.033,-27.283,3.662,-3.052
-0.090,-1.052,0.061,-32.288,3.113,-3.235
-0.073,-1.081,0.068,-39.429,2.869,-3.296
-0.030,-1.112,0.037,-46.326,2.014,-2.075
-0.019,-1.148,0.002,-47.058,1.099,2.197
-0.014,-1.158,0.011,-41.687,1.953,6.348
0.000,-1.140,0.041,-36.011,5.249,9.216
0.016,-1.115,0.087,-33.142,10.132,11.536
0.030,-1.075,0.143,-34.790,15.381,14.221
0.042,-1.036,0.196,-41.870,19.714,17.639
0.050,-0.999,0.236,-54.260,23.437,21.606
0.044,-0.961,0.288,-71.655,27.649,25.513
0.041,-0.926,0.331,-94.299,33.142,28.259
0.050,-0.886,0.361,-121.704,38.635,30.212
0.066,-0.864,0.385,-150.635,44.067,33.752
0.062,-0.857,0.409,-178.650,47.852,39.429
0.065,-0.870,0.439,-203.247,50.171,46.753
0.086,-0.900,0.458,-223.694,51.758,55.847
0.081,-0.900,0.473,-240.112,51.147,68.909
0.051,-0.944,0.513,-252.930,51.086,81.299
0.016,-0.929,0.503,-265.747,49.622,88.745
0.004,-0.854,0.506,-274.353,46.936,94.604
0.031,-0.830,0.492,-280.273,45.776,102.356
0.062,-0.789,0.479,-294.495,47.119,112.122
0.071,-0.788,0.489,-315.247,48.584,124.695
0.014,-0.840,0.487,-336.914,46.875,139.832
-0.048,-0.850,0.418,-355.835,40.710,152.649
-0.084,-0.819,0.420,-365.540,28.442,159.241
-0.053,-0.795,0.507,-368.591,12.146,161.133
0.039,-0.757,0.571,-374.268,1.709,162.537
0.106,-0.676,0.611,-380.432,-2.258,165.344
0.112,-0.646,0.656,-384.277,-5.066,167.603
0.074,-0.685,0.659,-387.573,-4.150,168.640
0.045,-0.478,0.777,-386.963,-2.747,165.283
0.039,-0.320,0.807,-392.273,-5.676,159.973
0.078,-0.249,0.847,-403.809,-7.385,162.415
0.137,-0.194,0.875,-416.016,-12.634,167.358
0.128,-0.199,0.906,-430.176,-16.418,175.049
0.122,-0.108,0.916,-443.542,-18.677,182.251
0.114,-0.033,0.889,-453.064,-20.508,186.584
0.078,0.056,0.841,-455.994,-21.912,187.439
0.045,0.153,0.810,-450.256,-20.447,183.899
0.014,0.262,0.803,-438.965,-14.038,173.767
-0.009,0.327,0.792,-427.246,-6.470,158.752
-0.022,0.405,0.741,-417.847,-0.427,144.836
-0.040,0.445,0.695,-404.968,3.662,134.155
-0.028,0.483,0.602,-387.695,6.226,125.061
0.002,0.533,0.501,-366.821,7.324,117.126
0.045,0.573,0.420,-343.018,10.315,107.361
0.077,0.612,0.394,-318.298,14.832,98.083
0.117,0.655,0.409,-294.250,21.362,90.454
0.143,0.679,0.395,-274.780,29.846,84.717
0.140,0.743,0.400,-263.733,37.415,81.543
0.139,0.804,0.398,-258.362,42.786,82.703
0.139,0.835,0.386,-256.165,45.654,88.074
0.128,0.854,0.328,-255.127,45.959,96.436
0.109,0.871,0.251,-249.573,45.349,104.858
0.559,-0.559,2.340,991.150,244.141,-58.411
0.605,-0.367,2.780,965.088,233.337,-42.358
0.440,-0.072,3.022,867.554,219.116,-20.081
0.290,0.328,2.871,713.440,204.834,-10.193
0.586,0.145,3.237,522.278,186.157,-0.793
0.123,-0.068,2.265,305.603,131.775,24.170
0.162,-0.513,1.433,156.189,112.854,24.963
0.302,-0.972,0.715,116.028,96.313,6.348
0.296,-1.140,0.240,146.057,77.820,7.202
0.195,-1.100,0.227,206.604,69.702,10.010
0.201,-0.949,0.352,253.113,54.199,2.563
0.287,-0.799,0.405,275.818,30.212,5.127
0.237,-0.764,0.408,276.123,2.563,20.569
0.195,-0.790,0.339,265.198,-19.287,34.180
0.229,-0.795,0.337,256.592,-30.518,37.720
0.208,-0.762,0.410,251.587,-33.142,36.560
0.139,-0.633,0.612,245.117,-27.283,28.625
0.072,-0.603,0.865,231.262,-12.939,8.667
0.235,-0.392,0.944,192.688,-8.850,-22.278
0.252,-0.592,0.785,146.484,-14.282,-20.813
0.248,-0.662,0.513,121.338,-19.592,-0.854
0.066,-0.765,0.353,129.150,-30.273,19.043
-0.065,-0.758,0.300,145.386,-31.372,25.146
-0.078,-0.739,0.349,157.288,-31.433,12.695
0.032,-0.670,0.455,164.307,-30.212,0.977
0.082,-0.635,0.538,161.865,-26.794,-1.709
0.047,-0.609,0.598,148.254,-20.813,-3.052
0.062,-0.612,0.573,126.953,-15.930,-8.545
0.072,-0.618,0.538,104.614,-15.015,-15.076
-0.006,-0.689,0.454,85.938,-20.447,-15.930
0.027,-0.753,0.315,74.890,-27.222,-16.724
0.101,-0.811,0.157,73.547,-34.058,-17.700
0.089,-0.891,0.157,82.397,-37.903,-10.986
0.075,-0.872,0.068,97.595,-45.227,-9.827
0.149,-0.863,0.121,112.244,-40.527,-8.972
0.188,-0.823,0.184,118.225,-32.532,-10.681
0.250,-0.796,0.283,112.732,-21.362,-16.235
0.258,-0.812,0.370,97.290,-11.780,-24.536
0.334,-0.783,0.328,74.707,-8.850,-35.217
0.333,-0.811,0.240,47.546,-5.066,-35.889
0.305,-0.945,0.101,24.841,-8.240,-27.649
0.235,-1.089,-0.019,16.785,-9.949,-18.005
0.196,-1.130,-0.119,23.743,-15.808,-18.372
0.232,-1.107,-0.108,34.729,-18.921,-25.696
0.219,-1.067,-0.033,41.687,-19.836,-27.283
0.219,-1.009,0.091,40.649,-18.921,-24.658
0.239,-0.979,0.178,31.189,-17.944,-22.339
0.250,-0.973,0.216,14.282,-14.099,-21.667
0.239,-1.017,0.202,-2.075,-8.728,-20.630
0.162,-1.087,0.158,-12.512,-6.409,-17.883
0.147,-1.150,0.102,-15.259,-7.812,-12.817
0.148,-1.168,0.076,-10.437,-7.996,-5.493
0.118,-1.159,0.134,2.319,-3.967,1.465
0.101,-1.121,0.222,11.719,3.235,4.028
0.067,-1.084,0.294,13.855,7.019,6.653
0.045,-1.047,0.326,8.850,5.615,10.071
0.006,-1.039,0.312,-0.366,1.099,11.841
-0.005,-1.026,0.278,-9.583,-3.845,9.583
0.006,-1.023,0.215,-17.700,-7.568,4.578
0.050,-1.031,0.164,-23.071,-9.644,0.183
0.102,-1.039,0.133,-23.499,-9.216,-2.075
0.144,-1.043,0.108,-19.775,-6.409,-2.014
0.187,-1.046,0.088,-14.343,-2.319,-0.305
0.197,-1.053,0.074,-9.155,3.479,3.601
0.192,-1.056,0.066,-3.235,8.606,7.690
0.164,-1.048,0.066,0.732,12.390,10.742
0.112,-1.036,0.057,2.136,12.878,12.207
0.093,-1.017,0.050,1.587,9.399,11.414
0.085,-1.003,0.047,-1.526,3.601,9.888
0.066,-0.995,0.039,-5.066,-2.686,7.996
0.068,-0.983,0.044,-7.812,-7.263,4.822
0.076,-0.984,0.060,-8.240,-9.094,1.709
0.143,-1.000,0.078,-7.202,-6.470,-2.319
0.165,-1.003,0.096,-3.357,-1.587,-3.113
0.158,-1.006,0.115,1.526,2.380,-1.221
0.146,-1.004,0.127,2.930,5.798,0.244
0.136,-1.009,0.142,-0.427,7.812,-0.122
0.147,-1.026,0.147,-6.714,8.545,-1.160
0.182,-1.055,0.144,-13.794,7.568,-0.854
0.232,-1.097,0.144,-20.142,7.446,2.014
0.227,-1.103,0.095,-24.780,9.216,6.104
0.194,-1.134,0.032,-21.545,8.972,8.911
0.162,-1.138,-0.014,-13.916,8.789,9.827
0.150,-1.132,-0.021,-5.127,6.226,10.742
0.166,-1.115,-0.015,1.831,1.282,12.695
0.201,-1.102,0.007,5.249,-2.808,15.198
0.242,-1.094,0.028,5.798,-4.822,17.273
0.278,-1.101,0.058,4.272,-5.005,19.348
0.300,-1.149,0.090,0.183,-2.686,21.179
0.325,-1.166,0.094,-3.113,-0.488,23.987
0.327,-1.207,0.113,-3.784,0.671,27.527
0.296,-1.231,0.068,-0.488,-1.648,32.227
0.225,-1.225,0.022,6.165,-5.920,36.987
0.196,-1.214,0.044,12.024,-7.507,38.879
0.215,-1.188,0.070,16.968,-9.705,38.940
0.258,-1.162,0.122,19.104,-13.916,40.527
0.297,-1.143,0.189,16.785,-17.944,44.189
0.329,-1.143,0.231,9.888,-22.278,47.607
0.377,-1.151,0.256,-1.648,-25.879,49.194
0.450,-1.245,0.253,-14.954,-29.419,52.063
0.481,-1.388,0.180,-25.940,-29.175,59.509
0.398,-1.456,0.141,-19.104,-26.428,68.359
0.389,-1.457,0.167,0.305,-17.395,69.275
0.398,-1.451,0.216,13.306,-4.883,64.636
0.426,-1.457,0.283,18.188,3.113,59.937
0.487,-1.469,0.324,16.357,1.648,60.242
0.538,-1.461,0.364,8.301,-5.554,69.214
0.563,-1.443,0.370,-2.258,-15.381,84.229
0.562,-1.415,0.354,-12.146,-24.597,99.731
0.549,-1.379,0.326,-22.949,-30.579,110.413
0.552,-1.367,0.288,-34.485,-33.142,118.286
0.500,-1.326,0.264,-39.612,-34.363,129.211
0.446,-1.286,0.217,-36.682,-36.560,141.785
0.407,-1.246,0.189,-32.593,-37.781,151.794
0.384,-1.219,0.208,-34.302,-35.950,158.630
0.375,-1.175,0.221,-42.542,-33.691,164.429
0.318,-1.149,0.172,-52.307,-34.241,171.753
0.256,-1.124,0.249,-58.533,-34.546,178.589
0.298,-1.036,0.303,-66.650,-31.677,182.678
-1.484,2.534,-0.865,117.676,45.593,105.591
-1.924,3.244,-0.562,224.182,76.477,27.161
-2.202,3.359,-0.128,277.039,105.835,-74.097
-2.061,3.151,0.194,261.841,111.572,-189.636
-1.822,2.560,0.360,206.299,83.008,-275.330
-1.829,1.746,0.419,137.695,37.476,-310.059
-1.894,0.801,0.440,90.027,-2.319,-321.777
-1.751,-0.180,0.363,72.327,-14.282,-336.853
-1.552,-1.116,0.240,82.947,2.930,-356.445
-1.274,-1.899,0.178,112.427,39.001,-372.803
-1.009,-2.386,0.156,145.996,75.500,-378.479
-0.759,-2.617,0.148,167.847,93.201,-371.277
-0.435,-2.809,0.263,157.654,91.064,-356.628
-0.026,-2.945,0.247,107.117,69.153,-331.909
0.336,-3.152,0.131,41.992,33.325,-292.969
0.714,-3.396,0.047,-11.353,0.366,-248.901
1.118,-3.496,-0.089,-50.720,-19.897,-208.496
1.425,-3.535,-0.216,-67.322,-25.940,-167.969
1.534,-3.460,-0.289,-61.157,-17.029,-126.099
1.423,-3.259,-0.263,-42.786,2.197,-87.646
1.221,-2.932,-0.319,-25.513,27.527,-57.007
0.905,-2.644,-0.282,-19.470,54.504,-28.503
0.621,-2.251,-0.447,-22.278,55.969,-9.888
0.459,-1.917,-0.496,-23.865,49.927,13.916
0.173,-1.615,-0.597,-27.222,28.076,38.391
0.006,-1.390,-0.656,-29.175,7.751,53.284
-0.093,-1.242,-0.638,-29.053,-2.686,58.472
-0.085,-1.072,-0.557,-27.466,-10.803,55.908
-0.132,-0.961,-0.443,-25.391,-18.799,56.458
-0.209,-0.908,-0.333,-24.719,-23.804,61.218
-0.234,-0.866,-0.214,-23.071,-25.024,58.472
-0.192,-0.787,-0.115,-24.048,-22.888,47.302
-0.186,-0.763,-0.039,-29.175,-19.104,40.466
-0.197,-0.804,0.001,-34.241,-16.907,39.185
-0.214,-0.847,-0.034,-35.400,-18.494,38.513
-0.243,-0.879,-0.024,-28.015,-18.555,37.842
-0.244,-0.874,0.024,-19.409,-13.123,34.607
-0.240,-0.865,0.093,-14.832,-8.240,29.663
-0.246,-0.879,0.177,-15.991,-7.263,25.391
-0.263,-0.910,0.234,-24.109,-10.376,21.912
-0.179,-0.902,0.218,-35.461,-15.564,16.357
-0.129,-0.938,0.195,-42.053,-18.188,13.062
-0.116,-0.964,0.184,-41.016,-15.259,13.123
-0.105,-0.967,0.179,-37.903,-8.484,11.047
-0.097,-0.967,0.192,-36.011,-1.038,8.789
-0.100,-0.987,0.236,-37.903,4.150,6.775
-0.104,-0.990,0.234,-43.701,3.540,4.822
-0.047,-0.999,0.215,-50.415,-1.404,3.540
0.008,-1.019,0.201,-54.810,-6.653,5.432
0.056,-1.044,0.203,-55.908,-9.277,10.193
0.108,-1.051,0.198,-56.091,-7.019,14.343
0.144,-1.059,0.133,-54.199,-2.380,18.066
0.085,-1.092,0.109,-44.250,4.333,21.423
0.041,-1.078,0.109,-30.396,13.062,20.203
0.059,-1.022,0.111,-19.470,19.958,15.137
0.075,-0.987,0.132,-13.733,24.780,11.658
0.108,-0.951,0.155,-13.611,27.893,10.925
0.138,-0.949,0.187,-18.494,29.114,12.634
0.122,-0.976,0.235,-27.588,28.687,15.564
0.112,-0.960,0.249,-37.537,23.743,16.235
0.136,-0.962,0.235,-44.922,13.855,16.846
0.164,-0.981,0.227,-54.688,5.737,19.531
0.177,-0.992,0.223,-65.674,0.732,22.644
0.186,-0.996,0.234,-74.097,-2.563,25.757
0.198,-0.990,0.254,-81.299,-3.906,27.832
0.210,-0.974,0.276,-89.294,-3.357,28.992
0.223,-0.967,0.301,-98.389,-1.892,29.846
0.264,-0.983,0.334,-108.032,0.244,31.555
0.304,-0.991,0.353,-118.469,1.648,36.987
0.309,-0.990,0.369,-128.174,1.282,48.157
0.302,-0.988,0.392,-137.695,-0.366,61.768
0.293,-0.981,0.422,-149.048,-1.038,73.303
0.298,-0.973,0.439,-161.743,0.732,81.543
0.310,-0.987,0.442,-175.232,4.700,87.891
0.315,-0.997,0.437,-188.782,9.216,94.727
0.324,-0.993,0.414,-199.524,13.184,103.455
0.319,-0.995,0.391,-205.627,16.113,113.220
0.317,-0.991,0.373,-206.970,17.822,121.460
0.309,-0.973,0.361,-204.956,17.944,127.991
0.292,-0.931,0.360,-199.097,16.846,134.216
0.283,-0.917,0.389,-191.650,13.733,139.282
0.284,-0.876,0.389,-184.937,4.944,141.724
0.276,-0.844,0.403,-178.650,-6.042,144.531
0.264,-0.793,0.419,-173.401,-19.043,145.935
0.271,-0.754,0.443,-170.959,-33.020,146.423
0.305,-0.717,0.463,-170.227,-44.006,148.804
0.337,-0.636,0.501,-166.687,-53.223,150.330
0.374,-0.617,0.546,-164.673,-57.129,149.719
0.399,-0.578,0.578,-163.696,-56.396,149.780
0.417,-0.527,0.587,-162.476,-54.321,149.170
0.432,-0.502,0.605,-161.987,-51.208,149.536
0.449,-0.479,0.624,-163.635,-47.363,152.588
0.426,-0.458,0.630,-166.565,-43.335,158.264
0.514,-0.277,0.611,-164.124,-43.823,165.710
0.541,-0.241,0.657,-153.259,-45.349,184.998
0.425,-0.405,0.747,-144.592,-44.922,212.219
0.365,-0.340,0.728,-146.790,-48.218,219.849
0.315,-0.276,0.687,-146.790,-56.030,218.506
0.313,-0.178,0.634,-144.104,-60.303,212.708
0.306,-0.098,0.644,-138.611,-62.500,206.543
0.268,-0.021,0.660,-133.057,-62.073,204.102
0.214,0.027,0.664,-126.831,-58.472,202.576
0.196,0.101,0.675,-120.239,-53.223,195.862
0.208,0.192,0.732,-112.244,-44.739,188.660
0.177,0.242,0.774,-103.027,-33.875,183.228
0.194,0.265,0.790,-95.825,-19.104,177.490
0.185,0.284,0.813,-89.111,-2.686,170.959
0.155,0.304,0.869,-80.688,14.771,163.147
0.060,0.254,0.947,-71.533,32.471,153.625
-0.000,0.260,1.042,-63.721,43.884,134.888
0.040,0.332,1.044,-50.964,41.321,112.671
0.034,0.319,1.028,-33.569,25.391,95.642
0.044,0.327,0.920,-22.095,9.766,79.468
0.116,0.374,0.874,-9.155,-2.380,61.707
0.290,0.548,0.719,3.540,-12.207,41.565
0.456,0.724,0.531,25.635,-15.930,29.297
0.522,0.593,0.763,67.017,-24.536,30.090
0.443,0.335,1.453,88.806,-6.287,48.279
0.229,0.149,1.342,43.640,53.528,71.472
0.320,0.024,0.926,17.517,-94.055,36.560
0.386,0.042,0.953,22.461,-61.340,33.691
0.271,0.089,0.943,12.817,-52.612,28.564
0.252,0.010,0.982,10.254,-50.476,22.400
0.492,-0.091,0.891,10.742,-41.504,22.644
0.511,-0.164,0.846,28.381,-20.569,38.452
0.488,-0.249,0.900,56.580,1.709,43.213
0.435,-0.247,0.969,52.856,20.020,40.527
0.294,-0.011,1.005,15.869,28.381,42.114
0.310,0.088,0.945,8.850,41.260,34.729
0.332,0.123,0.884,0.244,50.171,16.602
0.325,0.079,0.880,-9.644,43.579,-7.080
0.313,-0.008,0.925,-13.916,32.349,-20.203
0.348,-0.083,0.935,-14.160,30.457,-20.813
0.346,-0.146,0.919,-11.047,35.706,-11.597
0.357,-0.187,0.914,-5.432,38.574,1.526
0.433,-0.247,0.886,-3.052,38.513,14.282
0.500,-0.086,0.881,-17.578,27.222,29.724
0.359,0.127,0.794,-22.339,1.343,32.959
0.398,-0.024,0.844,9.521,12.146,26.733
0.285,-0.071,0.876,8.606,7.568,22.217
0.429,-0.050,0.835,8.545,0.061,18.188
0.465,-0.045,0.773,13.428,-7.812,29.602
0.484,-0.028,0.790,20.508,-23.132,43.152
0.509,0.010,0.789,24.963,-41.626,52.490
0.449,0.034,0.768,28.198,-56.824,58.960
0.422,-0.070,0.913,32.593,-68.604,58.655
0.385,-0.014,0.847,25.635,-82.642,52.734
0.307,0.008,0.886,19.043,-93.628,42.969
0.246,0.037,0.950,13.123,-98.755,29.114
0.212,0.111,0.999,7.263,-96.985,12.329
0.202,0.154,1.006,8.301,-82.031,-1.953
0.211,0.131,0.964,19.104,-59.204,-9.338
0.195,0.079,0.940,34.424,-42.480,-11.963
0.329,-0.288,1.136,42.725,-36.865,-15.686
0.344,-0.043,0.968,13.611,-42.358,-23.193
0.254,-0.068,0.937,-5.676,-52.002,-38.025
0.278,-0.144,0.950,-6.592,-47.363,-37.537
0.264,-0.126,0.950,-4.089,-41.016,-26.550
0.254,-0.148,0.960,-1.587,-35.889,-13.062
0.259,-0.131,0.962,-3.540,-29.419,-4.944
0.283,0.000,0.956,-2.563,-22.034,-0.793
0.222,-0.014,0.946,0.977,-14.893,10.071
0.251,-0.032,0.918,2.930,-15.320,17.517
0.273,-0.017,0.880,2.075,-21.362,16.296
0.240,0.004,0.916,-0.549,-32.776,11.047
0.231,0.001,0.936,-2.747,-41.382,5.005
0.226,-0.003,0.929,-3.479,-43.823,3.296
0.218,0.003,0.919,-3.967,-47.668,2.136
0.205,0.012,0.926,-4.944,-54.016,-0.061
0.193,0.013,0.942,-5.859,-59.875,-1.404
0.180,0.008,0.952,-6.165,-62.622,-1.343
